airline,origin,destination,dep_time,stops,duration,price,is_red_eye,seats_left
HA,LIH,HNL,19:00,0,0.55,427,0,23
B6,BOS,RSW,15:00,0,3.6,489,0,29
B6,SAN,JFK,13:00,0,5.1,576,0,20
AS,OTZ,ANC,09:00,0,1.43,551,0,22
OO,ONT,PDX,19:00,0,2.45,133,0,29
AA,DFW,MSP,20:00,0,2.25,510,0,21
EV,ORD,STL,07:00,0,1.27,525,0,13
US,SJC,PHX,16:00,0,1.83,96,0,12
DL,ATL,BWI,22:00,0,1.82,493,1,5
EV,EWR,MSP,16:00,0,3.25,303,0,26
NK,DFW,OAK,06:00,0,3.97,462,0,8
WN,MEM,HOU,06:00,0,1.75,422,0,8
AA,EGE,DFW,08:00,0,2.42,102,0,12
WN,BWI,FLL,19:00,0,2.58,320,0,25
B6,SJU,MCO,17:00,0,3.13,316,0,5
DL,DTW,PHX,15:00,0,4.6,584,0,28
AA,DFW,MCO,15:00,0,2.42,276,0,27
MQ,DFW,DSM,09:00,0,1.83,464,0,17
WN,TPA,FLL,07:00,0,1.0,448,0,12
UA,SJU,IAD,03:00,0,4.08,200,1,25
AA,DCA,DFW,17:00,0,3.6,480,0,11
DL,ATL,DAL,20:00,0,2.38,153,0,12
EV,DEN,FAR,19:00,0,1.85,194,0,28
WN,PHL,MDW,18:00,0,2.58,498,0,28
WN,DEN,PDX,22:00,0,2.83,203,1,8
NK,MSP,PHX,09:00,0,3.35,435,0,9
OO,SFO,CEC,17:00,0,1.62,550,0,13
WN,SLC,LAX,12:00,0,1.92,424,0,23
B6,FLL,BOS,13:00,0,3.13,365,0,15
WN,PIT,MDW,17:00,0,1.67,280,0,10
OO,TUS,SFO,06:00,0,2.23,308,0,22
OO,DEN,BUR,11:00,0,2.6,546,0,27
UA,DEN,LAS,08:00,0,1.95,103,0,17
EV,DAL,IAH,11:00,0,1.08,134,0,9
NK,LAS,DFW,01:00,0,2.45,204,1,21
VX,LAX,JFK,13:00,0,5.25,121,0,9
AA,ORD,CLT,17:00,0,2.0,91,0,22
OO,LAX,SMX,12:00,0,0.93,90,0,27
AA,DFW,TUL,18:00,0,1.0,203,0,15
OO,SFO,TUS,19:00,0,2.08,515,0,22
EV,IAH,HRL,11:00,0,1.25,451,0,28
AA,BWI,DFW,14:00,0,3.65,478,0,28
MQ,ORD,SGF,19:00,0,1.58,593,0,7
WN,HRL,HOU,09:00,0,1.0,311,0,10
AA,ATL,DFW,08:00,0,2.5,422,0,6
UA,DEN,DFW,17:00,0,1.97,309,0,18
EV,BTR,ATL,14:00,0,1.43,155,0,18
OO,SFO,PSP,16:00,0,1.43,367,0,5
WN,PHX,BUR,20:00,0,1.42,467,0,5
AA,ORD,BOS,09:00,0,2.08,166,0,20
US,CLT,PHX,16:00,0,4.62,162,0,14
DL,ATL,MEM,14:00,0,1.42,546,0,13
EV,MGM,ATL,13:00,0,0.88,422,0,6
OO,BNA,CVG,06:00,0,1.22,180,0,24
OO,SGU,SLC,18:00,0,1.13,363,0,20
DL,HSV,ATL,17:00,0,1.12,253,0,29
DL,ATL,LAS,19:00,0,4.65,503,0,5
US,PHL,SFO,18:00,0,6.43,564,0,16
EV,FSD,ORD,12:00,0,1.7,90,0,19
UA,EWR,LAX,17:00,0,6.43,241,0,8
EV,LFT,IAH,15:00,0,1.08,567,0,28
NK,LAS,MSP,00:00,0,3.02,365,1,18
WN,LAS,SAN,13:00,0,1.08,100,0,18
EV,PIA,ATL,11:00,0,1.8,324,0,27
UA,EWR,SFO,14:00,0,6.57,128,0,15
OO,MTJ,SFO,17:00,0,2.33,121,0,29
EV,ATW,ORD,18:00,0,0.95,594,0,15
DL,ATL,SNA,09:00,0,5.05,420,0,12
NK,DFW,BWI,13:00,0,2.7,266,0,27
WN,HOU,ELP,09:00,0,2.0,283,0,28
DL,JFK,STT,08:00,0,4.02,583,0,21
WN,ICT,LAS,12:00,0,2.75,359,0,19
DL,ATL,RDU,20:00,0,1.37,464,0,7
US,FLL,CLT,06:00,0,1.97,347,0,28
EV,CVG,ORD,16:00,0,1.28,89,0,10
WN,SMF,LAS,20:00,0,1.25,259,0,26
WN,MDW,RDU,09:00,0,1.75,505,0,13
OO,SLC,SNA,15:00,0,1.87,430,0,13
MQ,DFW,AMA,14:00,0,1.17,166,0,23
US,JFK,PHX,16:00,0,5.67,484,0,10
WN,DCA,IND,11:00,0,1.92,545,0,14
HA,OGG,HNL,11:00,0,0.6,541,0,7
WN,BWI,MDW,06:00,0,2.25,245,0,13
B6,JFK,SJU,20:00,0,3.82,498,0,11
EV,OMA,IAH,09:00,0,2.25,433,0,19
UA,ORD,MCO,11:00,0,2.75,585,0,22
OO,MKE,ORD,09:00,0,1.05,390,0,27
US,CLT,RSW,11:00,0,2.0,479,0,16
OO,SEA,LAS,09:00,0,2.32,538,0,27
AA,LAX,DFW,08:00,0,3.0,380,0,9
WN,BWI,ATL,19:00,0,2.0,217,0,9
F9,DEN,LAS,08:00,0,1.87,504,0,19
OO,SLC,GTF,15:00,0,1.65,315,0,18
OO,EUG,LAX,07:00,0,2.33,425,0,17
AA,DFW,SLC,20:00,0,2.83,578,0,10
WN,ABQ,HOU,11:00,0,1.92,357,0,17
AA,ORD,DCA,22:00,0,1.67,278,1,23
MQ,MGM,DFW,11:00,0,2.18,380,0,16
AS,LAX,SEA,06:00,0,2.83,235,0,26
OO,MTJ,LAX,16:00,0,1.97,421,0,27
WN,ATL,IND,21:00,0,1.58,169,1,25
VX,SFO,LAS,12:00,0,1.5,591,0,8
EV,SHV,ATL,05:00,0,1.63,403,1,27
AS,SEA,LAX,18:00,0,2.53,181,0,24
OO,FAR,DEN,20:00,0,2.12,540,0,26
WN,MSY,LAS,11:00,0,4.0,195,0,6
OO,ORD,FCA,09:00,0,3.73,367,0,29
MQ,DSM,DFW,09:00,0,2.07,477,0,25
DL,MIA,LGA,15:00,0,2.98,568,0,13
AA,MIA,MCO,09:00,0,1.12,399,0,14
B6,LGB,SFO,20:00,0,1.42,256,0,8
DL,BWI,ATL,13:00,0,2.03,256,0,11
B6,FLL,LAX,18:00,0,5.87,521,0,29
US,PHX,GEG,18:00,0,2.73,371,0,8
OO,JAC,SFO,12:00,0,2.52,335,0,19
US,CLT,MIA,11:00,0,2.18,391,0,28
DL,LGA,MCO,14:00,0,3.22,422,0,23
AA,STL,DFW,10:00,0,1.95,477,0,15
EV,ATL,OAJ,21:00,0,1.25,511,1,15
AA,CLT,DFW,15:00,0,2.92,200,0,13
WN,BOS,MDW,05:00,0,3.08,559,1,20
EV,IAH,MSP,15:00,0,2.83,165,0,24
MQ,LGA,DTW,09:00,0,2.12,301,0,8
B6,PBI,LGA,18:00,0,2.67,167,0,16
DL,ATL,SAT,18:00,0,2.75,370,0,17
UA,ORD,PHL,13:00,0,2.22,283,0,7
AS,SEA,ANC,23:00,0,3.83,389,1,22
EV,TUL,IAH,06:00,0,1.77,385,0,19
US,RSW,PHL,19:00,0,2.62,323,0,11
US,CLT,MSY,09:00,0,2.05,548,0,14
DL,MSP,TPA,13:00,0,3.1,427,0,12
AS,OAK,SEA,06:00,0,1.98,106,0,24
WN,DAL,HOU,08:00,0,1.08,475,0,20
OO,CMX,ORD,06:00,0,1.45,522,0,14
DL,CAK,ATL,06:00,0,2.2,393,0,7
WN,RDU,MCO,10:00,0,1.67,291,0,7
OO,LAX,DFW,09:00,0,3.15,398,0,23
WN,LAS,SAT,13:00,0,2.5,501,0,17
EV,ATL,MOB,17:00,0,1.28,186,0,12
UA,DEN,ORD,13:00,0,2.47,506,0,7
DL,DTW,LAS,17:00,0,4.58,472,0,25
AA,MIA,LGA,14:00,0,2.98,115,0,16
AA,BHM,DFW,17:00,0,2.13,312,0,14
DL,PHX,DTW,15:00,0,3.72,190,0,14
AA,ORD,MIA,13:00,0,3.12,208,0,22
UA,LAX,ORD,06:00,0,4.17,219,0,12
VX,LAS,SFO,15:00,0,1.5,498,0,21
AA,DFW,LIT,21:00,0,1.08,508,1,10
US,CLT,PIT,19:00,0,1.32,477,0,28
WN,FLL,MKE,11:00,0,3.5,155,0,8
AA,STT,MIA,15:00,0,3.05,308,0,29
DL,LGA,ATL,11:00,0,2.88,496,0,26
WN,LAS,PDX,08:00,0,2.33,394,0,21
MQ,DFW,XNA,09:00,0,1.05,202,0,6
WN,LBB,DAL,17:00,0,1.08,203,0,21
US,IAH,CLT,13:00,0,2.33,117,0,14
UA,SAN,IAH,13:00,0,3.13,383,0,27
OO,DEN,RAP,19:00,0,1.17,399,0,19
OO,LGB,SEA,11:00,0,2.75,256,0,7
DL,ATL,LIT,21:00,0,1.6,285,1,17
DL,ATL,STL,17:00,0,1.73,482,0,14
AA,LAX,LAS,16:00,0,1.17,116,0,12
AA,MIA,MCO,17:00,0,1.23,359,0,13
WN,MCI,ABQ,16:00,0,2.17,263,0,26
MQ,DFW,ABI,10:00,0,0.85,420,0,22
EV,ATW,ORD,06:00,0,1.08,373,0,20
AA,MIA,BOS,21:00,0,3.03,102,1,14
UA,SFO,JFK,15:00,0,5.43,497,0,14
B6,SWF,FLL,15:00,0,3.32,483,0,22
WN,SAN,DEN,15:00,0,2.33,585,0,27
OO,IAH,AUS,09:00,0,0.93,471,0,28
DL,SEA,ANC,11:00,0,3.63,407,0,13
B6,SJU,FLL,19:00,0,2.78,139,0,28
AA,TPA,LAX,07:00,0,5.5,377,0,18
DL,MSP,LGA,15:00,0,2.7,369,0,29
EV,IAH,CVG,10:00,0,2.28,159,0,6
B6,RSW,JFK,14:00,0,2.77,524,0,26
DL,IAH,ATL,07:00,0,2.07,567,0,9
DL,LAX,SEA,08:00,0,2.87,285,0,24
AS,ORD,SEA,15:00,0,4.75,452,0,5
UA,MCO,EWR,20:00,0,2.77,391,0,12
EV,DFW,CRP,07:00,0,1.27,194,0,25
AS,SJC,SEA,15:00,0,2.0,578,0,9
UA,LAX,IAD,07:00,0,4.68,377,0,14
UA,SFO,PHX,12:00,0,1.95,175,0,12
OO,LAX,OAK,13:00,0,1.35,183,0,8
NK,LAS,ORD,09:00,0,3.57,239,0,28
F9,RSW,TTN,14:00,0,2.47,547,0,26
AA,DFW,IND,13:00,0,1.98,179,0,29
EV,ATL,HPN,20:00,0,2.2,238,0,16
OO,MSP,OKC,13:00,0,2.22,563,0,10
AA,ORD,RDU,14:00,0,1.77,263,0,6
DL,ATL,FLL,21:00,0,1.87,314,1,18
WN,SAT,MDW,06:00,0,2.58,464,0,15
AA,DFW,SDF,11:00,0,1.9,474,0,21
WN,DCA,MDW,09:00,0,2.25,142,0,7
MQ,CID,ORD,13:00,0,1.08,260,0,9
DL,JAN,ATL,13:00,0,1.4,298,0,12
WN,MAF,DAL,09:00,0,1.08,155,0,10
EV,IAH,OMA,11:00,0,2.23,273,0,12
DL,SFO,DTW,07:00,0,4.58,464,0,7
EV,IAH,JAN,16:00,0,1.27,382,0,26
UA,SFO,SEA,11:00,0,2.22,418,0,17
B6,DCA,BOS,16:00,0,1.47,271,0,18
UA,IAH,PHL,19:00,0,3.2,256,0,7
NK,DTW,LAS,19:00,0,4.45,321,0,8
AA,MIA,JFK,19:00,0,2.87,597,0,7
DL,DTW,ATL,12:00,0,2.22,219,0,16
DL,DTW,MSN,21:00,0,1.42,408,1,16
UA,EWR,FLL,11:00,0,3.23,290,0,25
WN,ALB,MDW,17:00,0,2.5,482,0,12
AA,ORD,MSP,16:00,0,1.47,309,0,11
WN,ATL,DEN,13:00,0,3.5,341,0,13
AA,MCI,DFW,05:00,0,1.77,348,1,11
UA,LAX,DEN,06:00,0,2.43,202,0,17
DL,OKC,ATL,18:00,0,1.98,316,0,22
OO,FAT,PHX,06:00,0,1.63,443,0,17
NK,FLL,BQN,23:00,0,2.35,571,1,16
DL,JFK,SFO,10:00,0,6.53,525,0,5
EV,IAH,MEM,19:00,0,1.53,493,0,10
WN,TPA,FNT,11:00,0,2.67,540,0,11
DL,ATL,DCA,15:00,0,1.78,412,0,14
OO,SLC,DEN,09:00,0,1.62,425,0,5
DL,PHL,SLC,07:00,0,5.22,247,0,19
OO,CMX,ORD,13:00,0,1.58,406,0,10
OO,SMF,SFO,16:00,0,0.87,239,0,22
EV,CLT,ORD,07:00,0,2.23,234,0,13
EV,LEX,IAH,16:00,0,2.65,142,0,13
DL,PHL,ATL,12:00,0,2.3,157,0,7
UA,PDX,SFO,12:00,0,1.78,463,0,17
DL,EWR,ATL,18:00,0,2.77,532,0,12
EV,HPN,ATL,15:00,0,2.47,213,0,16
HA,ITO,HNL,13:00,0,0.88,496,0,6
OO,ORD,DCA,13:00,0,1.85,145,0,14
OO,SFO,COS,19:00,0,2.52,119,0,24
DL,ATL,ECP,16:00,0,1.15,161,0,27
OO,DEN,GTF,18:00,0,2.02,308,0,27
OO,SFO,SBA,15:00,0,1.38,193,0,17
UA,ORD,IAH,05:00,0,2.92,335,1,16
WN,LAS,SLC,13:00,0,1.33,488,0,9
WN,TPA,FLL,13:00,0,1.0,170,0,13
US,CMH,PHX,07:00,0,4.57,505,0,21
AA,ORD,DCA,10:00,0,1.75,241,0,26
WN,ATL,PIT,18:00,0,1.67,574,0,29
DL,DAY,ATL,11:00,0,1.75,461,0,7
OO,SBA,SFO,12:00,0,1.43,555,0,14
WN,HOU,BHM,20:00,0,1.5,269,0,17
AS,SFO,SEA,18:00,0,2.07,158,0,27
EV,MEM,IAH,12:00,0,1.85,267,0,6
WN,SMF,LAS,11:00,0,1.25,379,0,15
DL,ATL,SJU,09:00,0,3.58,229,0,16
AS,ANC,SEA,09:00,0,3.33,263,0,14
WN,DEN,MDW,07:00,0,2.5,441,0,16
WN,SFO,SAN,15:00,0,1.42,119,0,10
WN,MEM,HOU,18:00,0,1.67,326,0,17
WN,HOU,MSY,09:00,0,1.08,193,0,17
WN,PHX,LIT,10:00,0,2.5,283,0,24
B6,JFK,SLC,18:00,0,5.3,398,0,22
DL,SLC,LAS,17:00,0,1.38,511,0,13
UA,CLE,EWR,14:00,0,1.77,566,0,27
DL,ATL,SAV,22:00,0,1.0,404,1,9
NK,DTW,RSW,15:00,0,2.87,543,0,17
MQ,CID,ORD,08:00,0,1.22,95,0,24
EV,ATL,GRK,19:00,0,2.48,477,0,13
UA,EWR,PBI,15:00,0,3.02,118,0,26
EV,DTW,OKC,19:00,0,2.83,338,0,20
UA,EWR,BOS,08:00,0,1.15,324,0,7
DL,ATL,HDN,10:00,0,3.75,546,0,17
DL,SLC,SEA,11:00,0,2.18,116,0,13
WN,OAK,BUR,18:00,0,1.08,200,0,12
EV,DTW,CAK,15:00,0,1.02,518,0,17
MQ,MEM,ORD,19:00,0,1.83,352,0,23
AS,SEA,LIH,08:00,0,6.5,101,0,16
DL,FLL,DTW,17:00,0,3.05,233,0,10
MQ,CVG,DFW,06:00,0,2.75,527,0,8
WN,MSP,MDW,15:00,0,1.5,190,0,15
OO,SFO,MSP,10:00,0,3.77,184,0,23
WN,DAL,MSY,12:00,0,1.33,598,0,18
DL,LGA,ATL,21:00,0,2.55,446,1,14
B6,PBI,HPN,08:00,0,2.75,346,0,6
WN,LAS,SJC,11:00,0,1.42,480,0,15
OO,DEN,OMA,12:00,0,1.45,245,0,20
EV,FNT,ORD,06:00,0,1.12,333,0,16
DL,MSP,MEM,13:00,0,2.05,498,0,13
WN,PHL,DEN,08:00,0,4.33,550,0,17
F9,IAD,ORD,08:00,0,2.08,405,0,29
UA,ORD,PIT,21:00,0,1.43,476,1,24
MQ,ORD,MSN,07:00,0,0.85,446,0,23
WN,PHL,MCO,05:00,0,2.67,90,1,17
UA,STT,ORD,16:00,0,5.75,160,0,16
EV,BHM,ORD,09:00,0,2.1,555,0,20
AA,LAX,ORD,17:00,0,3.92,519,0,7
WN,BOS,MDW,05:00,0,3.0,455,1,9
WN,MCI,MDW,05:00,0,1.5,108,1,9
AS,SAN,SEA,08:00,0,2.95,247,0,7
UA,ORD,IAH,18:00,0,2.92,148,0,29
EV,LAN,ORD,15:00,0,1.08,224,0,16
UA,ORD,LAS,09:00,0,4.05,132,0,21
DL,ATL,CLE,14:00,0,1.8,202,0,12
DL,ATL,SAV,14:00,0,1.05,101,0,28
DL,DCA,ATL,07:00,0,2.1,327,0,21
MQ,STL,LGA,08:00,0,2.35,569,0,27
OO,FAR,DEN,17:00,0,2.05,115,0,29
WN,MCI,PHX,16:00,0,2.92,526,0,7
OO,IAH,MFE,11:00,0,1.3,231,0,21
DL,LGA,DEN,14:00,0,4.7,364,0,27
AA,DFW,OKC,20:00,0,0.93,500,0,13
B6,BDL,DCA,06:00,0,1.67,331,0,5
WN,SJC,LAX,17:00,0,1.08,175,0,22
DL,MCO,DTW,12:00,0,2.72,184,0,24
WN,PHL,ATL,07:00,0,2.25,191,0,5
AA,TPA,LAX,07:00,0,5.5,360,0,21
AA,DFW,RSW,14:00,0,2.42,525,0,14
MQ,MGM,DFW,06:00,0,2.25,570,0,22
DL,SLC,SAN,08:00,0,2.07,509,0,25
WN,SEA,PHX,10:00,0,2.83,424,0,28
DL,JFK,MCO,08:00,0,3.08,243,0,23
VX,SFO,LAX,17:00,0,1.25,193,0,17
B6,LGA,TPA,07:00,0,3.13,213,0,8
WN,LAX,DAL,14:00,0,2.92,204,0,28
DL,ATL,LGA,08:00,0,2.23,519,0,18
WN,DEN,OKC,12:00,0,1.5,306,0,9
MQ,DFW,GPT,08:00,0,1.52,318,0,8
WN,MDW,CMH,13:00,0,1.17,455,0,13
MQ,JLN,DFW,06:00,0,1.4,483,0,25
OO,GCC,RKS,05:00,0,1.28,403,1,23
AA,SAT,DFW,12:00,0,1.08,516,0,17
AS,ANC,SEA,14:00,0,3.38,357,0,25
DL,MIA,JFK,17:00,0,3.0,257,0,11
UA,PHX,DEN,07:00,0,1.78,473,0,13
HA,ITO,HNL,06:00,0,0.82,564,0,16
OO,EUG,SFO,10:00,0,1.52,130,0,23
DL,IAH,ATL,06:00,0,1.92,174,0,13
EV,ORD,SCE,18:00,0,1.62,511,0,23
MQ,DCA,JFK,12:00,0,1.45,419,0,6
AA,DFW,PHX,21:00,0,2.58,289,1,14
MQ,DFW,ABI,13:00,0,0.8,415,0,28
WN,DEN,HOU,12:00,0,2.25,232,0,15
MQ,DAY,LGA,06:00,0,1.92,185,0,17
US,LGA,CLT,18:00,0,2.08,470,0,28
WN,OAK,BUR,15:00,0,1.08,559,0,13
OO,OKC,SFO,07:00,0,3.87,574,0,15
WN,PVD,BWI,13:00,0,1.42,554,0,23
WN,STL,PHX,08:00,0,3.58,538,0,16
OO,CHO,ORD,17:00,0,2.02,155,0,17
AA,PHX,SNA,15:00,0,1.33,539,0,16
MQ,FWA,DFW,12:00,0,2.75,121,0,5
UA,SAN,DEN,06:00,0,2.45,336,0,21
AA,LAS,JFK,08:00,0,4.92,184,0,11
AA,STL,DFW,09:00,0,1.92,161,0,5
OO,ATL,ORD,17:00,0,2.08,590,0,26
EV,ATL,MOB,08:00,0,1.28,558,0,14
DL,DCA,DTW,15:00,0,1.63,349,0,29
DL,PHL,ATL,12:00,0,2.35,171,0,10
HA,LAX,HNL,17:00,0,5.83,278,0,9
AA,LGA,ORD,17:00,0,2.85,127,0,14
AA,ORD,DFW,22:00,0,2.33,561,1,24
WN,MHT,MCO,06:00,0,3.42,351,0,19
WN,MCO,ATL,06:00,0,1.58,364,0,29
EV,HSV,DEN,16:00,0,3.17,166,0,24
EV,ATL,BMI,10:00,0,1.75,146,0,11
DL,BOS,LGA,21:00,0,1.37,570,1,22
WN,LAS,RDU,09:00,0,4.25,272,0,8
WN,MKE,DCA,17:00,0,1.83,235,0,20
DL,SLC,DTW,07:00,0,3.6,518,0,25
DL,MSP,ABQ,15:00,0,2.78,179,0,18
EV,BQK,ATL,08:00,0,1.23,328,0,18
AA,JFK,BOS,12:00,0,1.05,134,0,7
WN,RDU,BWI,20:00,0,1.17,498,0,7
B6,BOS,TPA,07:00,0,3.57,92,0,16
F9,CLE,TPA,17:00,0,2.58,283,0,5
WN,MDW,MHT,21:00,0,2.0,470,1,19
OO,CPR,SLC,12:00,0,1.85,410,0,12
EV,MDT,DTW,17:00,0,1.68,501,0,7
WN,LAS,SAN,17:00,0,1.08,134,0,24
WN,ELP,PHX,12:00,0,1.25,223,0,10
WN,BOS,MDW,06:00,0,2.92,110,0,16
UA,IAH,LAX,16:00,0,3.78,171,0,26
AS,TPA,SEA,18:00,0,6.0,288,0,27
DL,JFK,LAX,11:00,0,6.5,174,0,12
DL,GRR,ATL,06:00,0,2.27,240,0,6
WN,AUS,DEN,20:00,0,2.25,233,0,27
F9,RSW,MKE,19:00,0,3.0,379,0,5
AA,MIA,IAH,07:00,0,2.97,363,0,21
WN,RDU,MCO,07:00,0,1.83,428,0,5
MQ,PNS,DFW,17:00,0,2.08,251,0,7
OO,ICT,ORD,18:00,0,1.93,343,0,26
OO,GRB,DTW,16:00,0,1.3,593,0,24
B6,LAX,JFK,15:00,0,5.15,260,0,11
WN,MKE,LGA,11:00,0,2.17,416,0,25
WN,MSY,DAL,20:00,0,1.42,270,0,22
US,IAH,PHL,06:00,0,3.08,284,0,26
US,LAS,PHL,14:00,0,4.55,135,0,10
WN,AUS,DAL,16:00,0,0.92,559,0,26
DL,DAB,ATL,08:00,0,1.47,175,0,21
MQ,LGA,DTW,18:00,0,2.05,529,0,12
US,IAH,CLT,13:00,0,2.3,144,0,15
WN,BWI,SDF,15:00,0,1.83,274,0,8
UA,MCO,ORD,13:00,0,2.97,170,0,20
OO,SBA,PHX,12:00,0,1.53,324,0,13
WN,SAT,BWI,16:00,0,3.08,253,0,5
UA,IAH,MCO,15:00,0,2.1,276,0,24
EV,CRW,ATL,14:00,0,1.47,359,0,12
WN,BNA,CMH,10:00,0,1.17,197,0,13
US,PHX,SLC,21:00,0,1.67,325,1,11
B6,MCO,JFK,22:00,0,2.33,408,1,5
WN,BWI,BHM,20:00,0,2.17,246,0,15
WN,BOI,OAK,09:00,0,1.75,574,0,7
WN,BDL,BWI,06:00,0,1.5,309,0,11
US,BDL,CLT,08:00,0,2.25,468,0,23
WN,TPA,ATL,10:00,0,1.42,563,0,13
DL,ATL,BNA,19:00,0,1.15,359,0,13
NK,LAX,DTW,22:00,0,4.18,515,1,14
DL,ATL,BWI,19:00,0,1.8,467,0,27
US,MCI,CLT,07:00,0,2.22,491,0,16
AS,LAX,SEA,16:00,0,2.72,361,0,5
UA,SFO,PHX,09:00,0,1.98,121,0,10
WN,BNA,TPA,17:00,0,1.75,465,0,18
WN,HOU,HRL,20:00,0,1.0,454,0,9
AS,SEA,ANC,23:00,0,3.83,218,1,13
OO,ORD,LNK,17:00,0,1.75,340,0,19
OO,SEA,DEN,17:00,0,2.53,119,0,18
EV,EWR,SDF,16:00,0,2.4,242,0,14
EV,ATL,TUL,08:00,0,2.17,487,0,5
EV,LIT,IAH,14:00,0,1.52,175,0,19
HA,OAK,HNL,09:00,0,5.58,544,0,29
DL,ATL,EWR,17:00,0,2.2,134,0,16
US,CLT,DTW,14:00,0,1.8,526,0,13
WN,BUR,SMF,19:00,0,1.25,528,0,22
MQ,DFW,TYR,18:00,0,0.73,265,0,23
EV,MTJ,IAH,14:00,0,2.52,517,0,7
MQ,CHO,LGA,14:00,0,1.25,385,0,14
EV,EWR,XNA,13:00,0,3.38,364,0,9
B6,BOS,RSW,10:00,0,3.67,382,0,10
US,FLL,PHL,11:00,0,2.75,133,0,21
WN,TPA,SJU,10:00,0,2.83,244,0,10
B6,BUF,JFK,15:00,0,1.47,575,0,17
NK,DTW,MCO,10:00,0,2.62,401,0,20
US,PHX,LAS,08:00,0,1.22,289,0,16
OO,IAH,SLC,21:00,0,3.2,415,1,6
DL,OGG,SEA,23:00,0,5.28,321,1,22
WN,MHT,BWI,05:00,0,1.92,189,1,11
DL,PIT,ATL,18:00,0,1.9,186,0,12
DL,SEA,SLC,20:00,0,1.92,329,0,22
WN,MCO,PVD,16:00,0,2.58,534,0,11
B6,MCO,PSE,21:00,0,2.9,534,1,23
MQ,GRR,DFW,12:00,0,3.02,341,0,20
MQ,PNS,DFW,15:00,0,2.08,373,0,22
WN,BWI,ATL,07:00,0,2.0,355,0,8
OO,SLC,BZN,11:00,0,1.5,123,0,6
OO,SAN,SFO,09:00,0,1.73,502,0,24
UA,IAD,PHX,17:00,0,5.27,165,0,11
WN,AUS,DAL,15:00,0,0.92,456,0,10
DL,MSP,DCA,13:00,0,2.25,222,0,17
B6,JFK,PBI,09:00,0,3.03,430,0,13
AA,MIA,LAX,07:00,0,5.72,506,0,8
UA,DEN,IAD,23:00,0,3.12,166,1,5
NK,DEN,DTW,19:00,0,2.65,273,0,14
AA,MIA,LGA,08:00,0,2.87,354,0,24
DL,MSP,PDX,14:00,0,3.87,363,0,26
MQ,ORD,CMH,18:00,0,1.22,480,0,27
OO,BUR,SLC,07:00,0,1.93,96,0,20
DL,BNA,ATL,11:00,0,1.28,213,0,24
DL,TPA,JFK,18:00,0,2.68,459,0,16
WN,ONT,PHX,20:00,0,1.17,483,0,26
WN,PIT,MDW,12:00,0,1.58,285,0,10
EV,HSV,ORD,14:00,0,1.8,183,0,14
WN,MDW,DAL,15:00,0,2.42,153,0,27
DL,LAX,SLC,16:00,0,1.88,587,0,15
UA,SFO,LAX,19:00,0,1.4,98,0,6
EV,ORD,CID,20:00,0,1.12,349,0,11
UA,SAN,IAH,12:00,0,3.15,276,0,26
F9,DEN,DCA,07:00,0,3.12,155,0,27
AA,IND,DFW,08:00,0,2.58,200,0,19
OO,DEN,CPR,15:00,0,1.07,302,0,29
WN,MSP,DEN,14:00,0,2.25,400,0,19
WN,MDW,HOU,19:00,0,2.67,162,0,25
DL,LAX,MSP,13:00,0,3.6,591,0,27
NK,LAX,DTW,22:00,0,4.18,490,1,25
EV,ORD,CLT,11:00,0,1.92,176,0,25
OO,ORD,PIT,07:00,0,1.45,215,0,9
AA,AUS,DFW,11:00,0,1.07,423,0,23
EV,FNT,ORD,16:00,0,1.12,108,0,6
DL,ATL,SLC,17:00,0,4.28,366,0,26
WN,HOU,MCO,20:00,0,2.08,566,0,26
EV,IAH,CHS,08:00,0,2.3,139,0,27
EV,HRL,IAH,10:00,0,1.2,262,0,24
AA,DFW,BOS,12:00,0,3.42,155,0,15
OO,FSD,ORD,18:00,0,1.67,433,0,5
MQ,BNA,ORD,06:00,0,1.75,439,0,27
WN,AUS,SAN,11:00,0,3.17,537,0,18
WN,SJC,BUR,16:00,0,1.0,335,0,9
B6,SJU,JFK,13:00,0,4.05,159,0,8
US,CLT,SYR,22:00,0,1.68,529,1,12
OO,TUS,SFO,13:00,0,2.35,552,0,15
WN,SAN,LAS,11:00,0,1.17,269,0,13
MQ,CLE,JFK,12:00,0,1.62,216,0,24
OO,SFO,RDD,12:00,0,1.12,428,0,13
WN,DEN,OAK,11:00,0,2.67,502,0,8
AA,EGE,LAX,18:00,0,2.25,222,0,15
OO,SFO,SMF,23:00,0,0.73,111,1,21
MQ,DFW,LIT,14:00,0,1.13,179,0,11
EV,JAN,IAH,09:00,0,1.35,197,0,19
VX,SEA,SFO,17:00,0,2.08,347,0,26
EV,MFE,IAH,09:00,0,1.18,393,0,13
B6,TPA,JFK,11:00,0,2.55,561,0,24
B6,SFO,JFK,12:00,0,5.5,538,0,23
WN,AUS,DAL,09:00,0,0.92,403,0,12
DL,PSC,SLC,06:00,0,1.78,397,0,10
EV,FSD,ATL,06:00,0,2.58,321,0,28
AA,SNA,DFW,15:00,0,2.8,114,0,12
EV,MSN,ORD,16:00,0,0.93,558,0,28
DL,FLL,DTW,09:00,0,3.12,280,0,22
US,CLT,LAX,19:00,0,5.33,588,0,25
EV,ATL,AVL,13:00,0,0.9,337,0,18
DL,LAX,KOA,16:00,0,5.73,570,0,28
US,PHX,SAN,11:00,0,1.32,335,0,6
